Agency,Uploaded On,Saved
DEPARTMENT OF EDUCATION,2/10/2025,1484643
DEPARTMENT OF STATE,2/26/2025,1471495
DEPARTMENT OF STATE,2/26/2025,1471201
DEPARTMENT OF STATE,2/26/2025,1468233
DEPARTMENT OF STATE,2/26/2025,1452804
USAID,3/1/2025,1446596
USAID,3/1/2025,1433534
USAID,3/1/2025,1414573
DEPARTMENT OF STATE,2/26/2025,1410107
USAID,3/1/2025,1405900
USAID,3/1/2025,1400000
USAID,3/1/2025,1400000
USAID,3/1/2025,1400000
USAID,2/11/2025,1398222
USAID,3/1/2025,1393814
USAID,3/1/2025,1384522
USAID,3/1/2025,1366356
USAID,3/1/2025,1352770
USAID,3/1/2025,1350000
USAID,3/1/2025,1347000
USAID,3/1/2025,1343749
USAID,3/1/2025,1342234
DEPARTMENT OF STATE,2/26/2025,1337967
DEPARTMENT OF STATE,2/26/2025,1328506
DEPARTMENT OF EDUCATION,2/12/2025,1308432
USAID,3/1/2025,1300000
USAID,3/1/2025,1293034
USAID,3/1/2025,1290332
USAID,3/1/2025,1275000
DEPARTMENT OF STATE,2/26/2025,1270961
USAID,3/1/2025,1256902
DEPARTMENT OF EDUCATION,2/10/2025,1250392
USAID,3/1/2025,1250000
DEPARTMENT OF STATE,2/26/2025,1242091
DEPARTMENT OF STATE,2/26/2025,1231642
DEPARTMENT OF EDUCATION,2/12/2025,1219091
DEPARTMENT OF STATE,2/26/2025,1210442
DEPARTMENT OF STATE,2/26/2025,1203477
DEPARTMENT OF STATE,2/26/2025,1158261
DEPARTMENT OF STATE,2/26/2025,1133501
DEPARTMENT OF STATE,2/26/2025,1111173
USAID,3/1/2025,1095485
USAID,3/1/2025,1080322
DEPARTMENT OF STATE,2/26/2025,1064247
DEPARTMENT OF STATE,2/26/2025,1061574
USAID,3/1/2025,1057618
USAID,3/1/2025,1032065
DEPARTMENT OF STATE,2/26/2025,1028753
DEPARTMENT OF STATE,2/26/2025,1018891
DEPARTMENT OF EDUCATION,2/12/2025,1008404
DEPARTMENT OF STATE,2/26/2025,1000623
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
DEPARTMENT OF STATE,2/26/2025,999999
DEPARTMENT OF STATE,2/26/2025,999962
DEPARTMENT OF STATE,2/26/2025,999172
DEPARTMENT OF STATE,2/26/2025,994991
USAID,3/1/2025,990693
DEPARTMENT OF STATE,2/26/2025,986679
USAID,3/1/2025,986601
DEPARTMENT OF STATE,2/26/2025,986500
DEPARTMENT OF STATE,2/26/2025,986500
DEPARTMENT OF STATE,2/26/2025,986500
USAID,3/1/2025,981208
DEPARTMENT OF STATE,2/26/2025,975000
DEPARTMENT OF STATE,2/26/2025,973916
DEPARTMENT OF STATE,2/26/2025,969890
DEPARTMENT OF STATE,2/26/2025,966349
DEPARTMENT OF STATE,2/26/2025,964893
DEPARTMENT OF STATE,2/26/2025,964337
USAID,3/1/2025,962201
DEPARTMENT OF STATE,2/26/2025,960165
DEPARTMENT OF STATE,2/26/2025,953319
DEPARTMENT OF STATE,2/26/2025,950000
DEPARTMENT OF STATE,2/26/2025,950000
USAID,3/1/2025,939053
DEPARTMENT OF STATE,2/26/2025,935893
USAID,3/1/2025,926703
USAID,3/1/2025,921159
DEPARTMENT OF STATE,2/27/2025,918679
USAID,3/1/2025,909843
DEPARTMENT OF STATE,2/26/2025,902030
DEPARTMENT OF STATE,2/26/2025,900000
USAID,3/1/2025,900000
USAID,3/1/2025,887825
DEPARTMENT OF STATE,2/26/2025,883280
DEPARTMENT OF EDUCATION,2/12/2025,874412
USAID,3/1/2025,872645
DEPARTMENT OF STATE,2/26/2025,865005
USAID,3/1/2025,861510
DEPARTMENT OF STATE,2/26/2025,857404
DEPARTMENT OF STATE,2/27/2025,855951
DEPARTMENT OF STATE,2/26/2025,855000
DEPARTMENT OF STATE,2/26/2025,838677
DEPARTMENT OF STATE,2/26/2025,830867
DEPARTMENT OF STATE,2/26/2025,829104
DEPARTMENT OF STATE,2/26/2025,827878
DEPARTMENT OF EDUCATION,2/10/2025,819016
DEPARTMENT OF STATE,2/26/2025,817500
DEPARTMENT OF STATE,2/26/2025,814000
DEPARTMENT OF STATE,2/26/2025,806233
DEPARTMENT OF STATE,2/26/2025,800616
DEPARTMENT OF STATE,2/26/2025,800000
DEPARTMENT OF STATE,2/26/2025,800000
DEPARTMENT OF STATE,2/26/2025,800000
DEPARTMENT OF STATE,2/26/2025,800000
DEPARTMENT OF STATE,2/27/2025,800000
USAID,3/1/2025,800000
USAID,3/1/2025,800000
USAID,3/1/2025,800000
USAID,3/1/2025,800000
USAID,3/1/2025,800000
DEPARTMENT OF STATE,2/26/2025,799614
DEPARTMENT OF STATE,2/26/2025,786990
DEPARTMENT OF STATE,2/26/2025,777246
DEPARTMENT OF STATE,2/27/2025,772525
DEPARTMENT OF STATE,2/26/2025,770000
DEPARTMENT OF STATE,2/26/2025,769798
USAID,3/1/2025,767320
DEPARTMENT OF STATE,2/26/2025,752738
DEPARTMENT OF STATE,2/26/2025,750000
DEPARTMENT OF STATE,2/26/2025,750000
DEPARTMENT OF STATE,2/27/2025,750000
USAID,3/1/2025,750000
USAID,3/1/2025,750000
USAID,3/1/2025,750000
USAID,3/1/2025,750000
USAID,3/1/2025,750000
DEPARTMENT OF STATE,2/26/2025,749358
DEPARTMENT OF STATE,2/26/2025,747163
DEPARTMENT OF STATE,2/26/2025,737900
DEPARTMENT OF STATE,2/26/2025,736000
USAID,3/1/2025,734241
DEPARTMENT OF STATE,2/26/2025,728000
DEPARTMENT OF STATE,2/26/2025,721166
DEPARTMENT OF STATE,2/27/2025,720000
USAID,3/1/2025,718947
DEPARTMENT OF STATE,2/26/2025,718503
DEPARTMENT OF EDUCATION,2/10/2025,715194
DEPARTMENT OF STATE,2/26/2025,714000
DEPARTMENT OF STATE,2/26/2025,712343
USAID,3/1/2025,711750
DEPARTMENT OF STATE,2/26/2025,711700
DEPARTMENT OF STATE,2/26/2025,710326
USAID,3/1/2025,709536
DEPARTMENT OF STATE,2/26/2025,708416
USAID,3/1/2025,706462
DEPARTMENT OF STATE,2/26/2025,703504
USAID,3/1/2025,702965
USAID,3/1/2025,702000
USAID,3/1/2025,701577
DEPARTMENT OF STATE,2/26/2025,700692
DEPARTMENT OF STATE,2/26/2025,700000
DEPARTMENT OF STATE,2/26/2025,700000
DEPARTMENT OF STATE,2/26/2025,700000
DEPARTMENT OF STATE,2/26/2025,700000
USAID,3/1/2025,700000
DEPARTMENT OF STATE,2/26/2025,699416
DEPARTMENT OF STATE,2/26/2025,697335
DEPARTMENT OF STATE,2/26/2025,696613
DEPARTMENT OF STATE,2/26/2025,691049
DEPARTMENT OF STATE,2/26/2025,690009
DEPARTMENT OF STATE,2/26/2025,687712
DEPARTMENT OF STATE,2/26/2025,680095
DEPARTMENT OF STATE,2/26/2025,676823
DEPARTMENT OF STATE,2/26/2025,667137
USAID,2/6/2025,665610
DEPARTMENT OF STATE,2/26/2025,665154
USAID,3/1/2025,658816
DEPARTMENT OF STATE,2/26/2025,657745
DEPARTMENT OF STATE,2/26/2025,652879
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,648444
DEPARTMENT OF STATE,2/26/2025,645033
DEPARTMENT OF STATE,2/26/2025,643832
DEPARTMENT OF STATE,2/26/2025,638788
DEPARTMENT OF STATE,2/26/2025,636854
DEPARTMENT OF STATE,2/27/2025,635110
DEPARTMENT OF STATE,2/26/2025,633200
USAID,3/1/2025,631301
DEPARTMENT OF STATE,2/26/2025,627404
DEPARTMENT OF EDUCATION,2/12/2025,620996
DEPARTMENT OF STATE,2/27/2025,616383
DEPARTMENT OF STATE,2/26/2025,613424
DEPARTMENT OF STATE,2/26/2025,613317
DEPARTMENT OF STATE,2/26/2025,603000
DEPARTMENT OF STATE,2/26/2025,602498
USAID,2/11/2025,600000
DEPARTMENT OF STATE,2/26/2025,600000
DEPARTMENT OF STATE,2/26/2025,594550
DEPARTMENT OF STATE,2/26/2025,592500
USAID,3/1/2025,592166
DEPARTMENT OF STATE,2/26/2025,588461
DEPARTMENT OF STATE,2/26/2025,575183
DEPARTMENT OF STATE,2/27/2025,575010
DEPARTMENT OF STATE,2/26/2025,574226
DEPARTMENT OF STATE,2/26/2025,565915
USAID,3/1/2025,563077
DEPARTMENT OF STATE,2/26/2025,562732
DEPARTMENT OF STATE,2/26/2025,562497
DEPARTMENT OF STATE,2/26/2025,559200
DEPARTMENT OF STATE,2/27/2025,558564
DEPARTMENT OF STATE,2/26/2025,553278
DEPARTMENT OF STATE,2/26/2025,552114
USAID,3/1/2025,550000
DEPARTMENT OF STATE,2/26/2025,547427
DEPARTMENT OF STATE,2/26/2025,541983
USAID,3/1/2025,540956
DEPARTMENT OF STATE,2/26/2025,540209
DEPARTMENT OF STATE,2/26/2025,540145
DEPARTMENT OF STATE,2/26/2025,533094
DEPARTMENT OF STATE,2/26/2025,530358
USAID,3/1/2025,530000
USAID,3/1/2025,529743
DEPARTMENT OF STATE,2/26/2025,527961
DEPARTMENT OF STATE,2/26/2025,525000
DEPARTMENT OF STATE,2/26/2025,525000
DEPARTMENT OF STATE,2/26/2025,524037
DEPARTMENT OF EDUCATION,2/18/2025,523151
USAID,3/1/2025,520000
DEPARTMENT OF STATE,2/26/2025,518997
DEPARTMENT OF STATE,2/26/2025,513141
USAID,3/1/2025,512939
DEPARTMENT OF STATE,2/26/2025,511557
DEPARTMENT OF STATE,2/26/2025,508654
DEPARTMENT OF STATE,2/26/2025,507904
DEPARTMENT OF STATE,2/26/2025,507904
DEPARTMENT OF EDUCATION,2/10/2025,507082
USAID,3/1/2025,501319
DEPARTMENT OF STATE,2/26/2025,500850
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/26/2025,500000
DEPARTMENT OF STATE,2/27/2025,500000
USAID,3/1/2025,500000
USAID,3/1/2025,500000
DEPARTMENT OF STATE,2/26/2025,499938
DEPARTMENT OF STATE,2/26/2025,499765
USAID,3/1/2025,499226
DEPARTMENT OF STATE,2/26/2025,498271
DEPARTMENT OF STATE,2/26/2025,496614
USAID,3/1/2025,496236
DEPARTMENT OF EDUCATION,2/12/2025,494185
DEPARTMENT OF STATE,2/26/2025,493040
DEPARTMENT OF STATE,2/26/2025,490712
DEPARTMENT OF EDUCATION,2/12/2025,490595
DEPARTMENT OF STATE,2/26/2025,490032
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,488650
DEPARTMENT OF STATE,2/26/2025,488552
DEPARTMENT OF STATE,2/26/2025,488292
DEPARTMENT OF STATE,2/26/2025,486035
DEPARTMENT OF STATE,2/26/2025,483538
DEPARTMENT OF STATE,2/26/2025,481550
DEPARTMENT OF STATE,2/26/2025,479200
DEPARTMENT OF STATE,2/26/2025,477165
DEPARTMENT OF STATE,2/26/2025,476555
DEPARTMENT OF STATE,2/26/2025,476180
DEPARTMENT OF STATE,2/26/2025,475000
DEPARTMENT OF STATE,2/26/2025,473981
USAID,3/1/2025,473657
DEPARTMENT OF STATE,2/26/2025,473200
DEPARTMENT OF STATE,2/26/2025,469474
DEPARTMENT OF STATE,2/27/2025,468339
DEPARTMENT OF STATE,2/26/2025,467850
DEPARTMENT OF STATE,2/26/2025,463450
DEPARTMENT OF STATE,2/26/2025,463300
DEPARTMENT OF STATE,2/26/2025,463155
DEPARTMENT OF STATE,2/26/2025,461251
DEPARTMENT OF STATE,2/26/2025,460226
DEPARTMENT OF STATE,2/26/2025,459593
DEPARTMENT OF STATE,2/26/2025,455405
USAID,3/1/2025,450000
USAID,3/1/2025,450000
USAID,3/1/2025,450000
DEPARTMENT OF STATE,2/26/2025,449981
USAID,3/1/2025,448624
DEPARTMENT OF STATE,2/26/2025,446318
DEPARTMENT OF STATE,2/26/2025,445182
DEPARTMENT OF STATE,2/26/2025,445143
DEPARTMENT OF STATE,2/26/2025,444005
USAID,3/1/2025,443847
DEPARTMENT OF STATE,2/27/2025,443339
DEPARTMENT OF STATE,2/26/2025,442454
DEPARTMENT OF STATE,2/26/2025,442340
DEPARTMENT OF STATE,2/26/2025,441834
DEPARTMENT OF STATE,2/26/2025,440977
USAID,3/1/2025,440880
DEPARTMENT OF STATE,2/26/2025,440824
DEPARTMENT OF STATE,2/26/2025,438500
DEPARTMENT OF STATE,2/26/2025,435646
DEPARTMENT OF STATE,2/26/2025,435575
DEPARTMENT OF STATE,2/26/2025,435161
USAID,3/1/2025,433533
DEPARTMENT OF STATE,2/26/2025,433458
DEPARTMENT OF STATE,2/26/2025,433059
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,432513
DEPARTMENT OF STATE,2/26/2025,430871
DEPARTMENT OF STATE,2/27/2025,430793
ENVIRONMENTAL PROTECTION AGENCY,2/22/2025,427090
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,426660
DEPARTMENT OF STATE,2/26/2025,425000
USAID,3/1/2025,424101
DEPARTMENT OF STATE,2/26/2025,419048
DEPARTMENT OF STATE,2/26/2025,416733
USAID,3/1/2025,416247
DEPARTMENT OF STATE,2/26/2025,415574
DEPARTMENT OF STATE,2/26/2025,408610
DEPARTMENT OF STATE,2/26/2025,407503
DEPARTMENT OF STATE,2/26/2025,406957
USAID,3/1/2025,405642
DEPARTMENT OF STATE,2/26/2025,403548
DEPARTMENT OF STATE,2/26/2025,400175
DEPARTMENT OF STATE,2/26/2025,400000
DEPARTMENT OF STATE,2/26/2025,400000
DEPARTMENT OF STATE,2/26/2025,400000
USAID,3/1/2025,400000
DEPARTMENT OF STATE,2/26/2025,399995
DEPARTMENT OF STATE,2/26/2025,399975
DEPARTMENT OF STATE,2/26/2025,398803
DEPARTMENT OF STATE,2/26/2025,398765
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,397892
DEPARTMENT OF STATE,2/26/2025,397870
DEPARTMENT OF STATE,2/26/2025,394571
USAID,3/1/2025,393466
DEPARTMENT OF STATE,2/26/2025,392044
DEPARTMENT OF STATE,2/26/2025,389928
DEPARTMENT OF STATE,2/26/2025,387654
DEPARTMENT OF EDUCATION,2/12/2025,387567
DEPARTMENT OF STATE,2/26/2025,386872
DEPARTMENT OF STATE,2/26/2025,384929
DEPARTMENT OF STATE,2/26/2025,383162
DEPARTMENT OF STATE,2/26/2025,381348
DEPARTMENT OF STATE,2/26/2025,381095
DEPARTMENT OF STATE,2/26/2025,378516
DEPARTMENT OF STATE,2/26/2025,376622
DEPARTMENT OF STATE,2/26/2025,374985
DEPARTMENT OF STATE,2/26/2025,370883
DEPARTMENT OF STATE,2/26/2025,368391
DEPARTMENT OF STATE,2/26/2025,368140
DEPARTMENT OF STATE,2/26/2025,367793
DEPARTMENT OF STATE,2/26/2025,367624
DEPARTMENT OF STATE,2/26/2025,366667
DEPARTMENT OF STATE,2/26/2025,366000
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,362818
DEPARTMENT OF STATE,2/26/2025,359047
DEPARTMENT OF STATE,2/26/2025,353880
DEPARTMENT OF STATE,2/26/2025,352494
DEPARTMENT OF STATE,2/26/2025,350000
DEPARTMENT OF STATE,2/27/2025,350000
USAID,3/1/2025,350000
USAID,3/1/2025,350000
DEPARTMENT OF STATE,2/26/2025,349460
USAID,3/1/2025,349365
DEPARTMENT OF STATE,2/26/2025,348987
DEPARTMENT OF STATE,2/26/2025,347438
DEPARTMENT OF STATE,2/26/2025,343750
DEPARTMENT OF STATE,2/26/2025,343167
DEPARTMENT OF STATE,2/26/2025,341939
DEPARTMENT OF STATE,2/26/2025,340308
DEPARTMENT OF STATE,2/26/2025,338234
DEPARTMENT OF STATE,2/26/2025,337637
DEPARTMENT OF STATE,2/26/2025,336051
DEPARTMENT OF STATE,2/26/2025,331693
DEPARTMENT OF STATE,2/26/2025,331420
DEPARTMENT OF STATE,2/26/2025,330000
DEPARTMENT OF STATE,2/26/2025,328125
USAID,3/1/2025,327587
DEPARTMENT OF STATE,2/26/2025,326296
DEPARTMENT OF STATE,2/26/2025,324514
USAID,3/1/2025,320160
USAID,3/1/2025,319652
DEPARTMENT OF STATE,2/26/2025,319318
DEPARTMENT OF STATE,2/26/2025,317758
DEPARTMENT OF STATE,2/26/2025,314195
DEPARTMENT OF STATE,2/26/2025,312500
DEPARTMENT OF STATE,2/26/2025,310607
DEPARTMENT OF STATE,2/26/2025,310250
USAID,3/1/2025,310000
DEPARTMENT OF STATE,2/26/2025,309920
DEPARTMENT OF STATE,2/26/2025,308000
USAID,3/1/2025,307904
DEPARTMENT OF STATE,2/26/2025,307198
DEPARTMENT OF STATE,2/26/2025,306192
DEPARTMENT OF STATE,2/26/2025,301278
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,300000
DEPARTMENT OF STATE,2/26/2025,299996
USAID,3/1/2025,296785
DEPARTMENT OF STATE,2/27/2025,296003
DEPARTMENT OF STATE,2/26/2025,295536
DEPARTMENT OF STATE,2/26/2025,294671
DEPARTMENT OF STATE,2/26/2025,291122
DEPARTMENT OF STATE,2/26/2025,290700
USAID,3/1/2025,289684
DEPARTMENT OF STATE,2/26/2025,289309
DEPARTMENT OF STATE,2/26/2025,283000
DEPARTMENT OF STATE,2/26/2025,282812
DEPARTMENT OF STATE,2/26/2025,281448
DEPARTMENT OF STATE,2/26/2025,278918
DEPARTMENT OF STATE,2/26/2025,277343
DEPARTMENT OF STATE,2/26/2025,275956
DEPARTMENT OF STATE,2/26/2025,275000
DEPARTMENT OF STATE,2/26/2025,275000
DEPARTMENT OF STATE,2/27/2025,275000
DEPARTMENT OF STATE,2/26/2025,274375
DEPARTMENT OF STATE,2/26/2025,273703
DEPARTMENT OF STATE,2/26/2025,273419
DEPARTMENT OF STATE,2/26/2025,271783
DEPARTMENT OF STATE,2/26/2025,269464
DEPARTMENT OF STATE,2/26/2025,269195
DEPARTMENT OF STATE,2/26/2025,267848
DEPARTMENT OF STATE,2/26/2025,267061
DEPARTMENT OF STATE,2/27/2025,263607
DEPARTMENT OF STATE,2/26/2025,262806
USAID,3/1/2025,262719
DEPARTMENT OF STATE,2/26/2025,262500
DEPARTMENT OF STATE,2/26/2025,260000
USAID,3/1/2025,260000
DEPARTMENT OF STATE,2/26/2025,259300
DEPARTMENT OF STATE,2/26/2025,259146
DEPARTMENT OF STATE,2/26/2025,258966
DEPARTMENT OF STATE,2/26/2025,258825
DEPARTMENT OF STATE,2/26/2025,257347
DEPARTMENT OF STATE,2/26/2025,256296
DEPARTMENT OF STATE,2/26/2025,253827
DEPARTMENT OF STATE,2/26/2025,252953
DEPARTMENT OF STATE,2/26/2025,251457
DEPARTMENT OF STATE,2/26/2025,251358
DEPARTMENT OF STATE,2/26/2025,251252
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
DEPARTMENT OF STATE,2/26/2025,250000
USAID,3/1/2025,250000
USAID,3/1/2025,250000
DEPARTMENT OF STATE,2/26/2025,249996
DEPARTMENT OF STATE,2/26/2025,249877
DEPARTMENT OF STATE,2/26/2025,248979
DEPARTMENT OF STATE,2/26/2025,248898
DEPARTMENT OF STATE,2/26/2025,248485
DEPARTMENT OF STATE,2/27/2025,246810
DEPARTMENT OF STATE,2/26/2025,246704
USAID,3/1/2025,246533
DEPARTMENT OF STATE,2/26/2025,245680
DEPARTMENT OF STATE,2/26/2025,245345
DEPARTMENT OF STATE,2/26/2025,244295
DEPARTMENT OF STATE,2/26/2025,241330
DEPARTMENT OF STATE,2/26/2025,240379
DEPARTMENT OF STATE,2/26/2025,239144
DEPARTMENT OF STATE,2/26/2025,237723
DEPARTMENT OF STATE,2/26/2025,236390
DEPARTMENT OF STATE,2/26/2025,236214
DEPARTMENT OF STATE,2/26/2025,235000
USAID,3/1/2025,234560
DEPARTMENT OF STATE,2/26/2025,233609
DEPARTMENT OF STATE,2/26/2025,233532
DEPARTMENT OF STATE,2/26/2025,232134
DEPARTMENT OF STATE,2/26/2025,231948
DEPARTMENT OF STATE,2/26/2025,231593
DEPARTMENT OF STATE,2/26/2025,230624
DEPARTMENT OF STATE,2/26/2025,230577
DEPARTMENT OF STATE,2/26/2025,230064
DEPARTMENT OF STATE,2/26/2025,230023
DEPARTMENT OF STATE,2/26/2025,229300
DEPARTMENT OF STATE,2/26/2025,225815
DEPARTMENT OF STATE,2/26/2025,225000
USAID,3/1/2025,225000
DEPARTMENT OF STATE,2/26/2025,221219
DEPARTMENT OF STATE,2/26/2025,218874
USAID,3/1/2025,214523
DEPARTMENT OF STATE,2/26/2025,214000
DEPARTMENT OF STATE,2/26/2025,213456
DEPARTMENT OF STATE,2/26/2025,212280
DEPARTMENT OF STATE,2/26/2025,211523
DEPARTMENT OF STATE,2/26/2025,210000
DEPARTMENT OF STATE,2/27/2025,210000
DEPARTMENT OF STATE,2/26/2025,209287
DEPARTMENT OF STATE,2/26/2025,206841
DEPARTMENT OF STATE,2/26/2025,205327
USAID,3/1/2025,200858
DEPARTMENT OF STATE,2/26/2025,200182
DEPARTMENT OF STATE,2/26/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
USAID,3/1/2025,200000
DEPARTMENT OF STATE,2/26/2025,199994
USAID,3/1/2025,199879
DEPARTMENT OF STATE,2/26/2025,196534
USAID,3/1/2025,193000
DEPARTMENT OF STATE,2/26/2025,192817
DEPARTMENT OF STATE,2/26/2025,190041
DEPARTMENT OF STATE,2/26/2025,190000
DEPARTMENT OF STATE,2/26/2025,189389
DEPARTMENT OF STATE,2/26/2025,188800
DEPARTMENT OF STATE,2/26/2025,188345
DEPARTMENT OF STATE,2/26/2025,188118
DEPARTMENT OF STATE,2/26/2025,186223
DEPARTMENT OF STATE,2/26/2025,185016
DEPARTMENT OF STATE,2/26/2025,184903
DEPARTMENT OF STATE,2/26/2025,184792
DEPARTMENT OF STATE,2/26/2025,183930
DEPARTMENT OF STATE,2/26/2025,181300
DEPARTMENT OF STATE,2/26/2025,178303
USAID,3/1/2025,176449
DEPARTMENT OF STATE,2/26/2025,175340
DEPARTMENT OF STATE,2/26/2025,175000
DEPARTMENT OF STATE,2/26/2025,172000
DEPARTMENT OF STATE,2/26/2025,169499
DEPARTMENT OF STATE,2/26/2025,168441
DEPARTMENT OF STATE,2/26/2025,168354
DEPARTMENT OF STATE,2/26/2025,168334
DEPARTMENT OF STATE,2/26/2025,168226
DEPARTMENT OF STATE,2/26/2025,167817
DEPARTMENT OF STATE,2/26/2025,167441
DEPARTMENT OF STATE,2/26/2025,166219
DEPARTMENT OF STATE,2/26/2025,165542
DEPARTMENT OF STATE,2/26/2025,165265
DEPARTMENT OF STATE,2/26/2025,164600
DEPARTMENT OF STATE,2/26/2025,161748
DEPARTMENT OF STATE,2/26/2025,158448
DEPARTMENT OF STATE,2/26/2025,155774
DEPARTMENT OF STATE,2/26/2025,155610
DEPARTMENT OF STATE,2/26/2025,155064
DEPARTMENT OF STATE,2/26/2025,154654
DEPARTMENT OF STATE,2/26/2025,153554
DEPARTMENT OF STATE,2/26/2025,153427
DEPARTMENT OF STATE,2/26/2025,152325
DEPARTMENT OF STATE,2/26/2025,150030
DEPARTMENT OF STATE,2/26/2025,150000
DEPARTMENT OF STATE,2/26/2025,150000
DEPARTMENT OF STATE,2/26/2025,150000
USAID,3/1/2025,150000
DEPARTMENT OF STATE,2/26/2025,149999
USAID,3/1/2025,149968
DEPARTMENT OF STATE,2/26/2025,148580
USAID,3/1/2025,148302
DEPARTMENT OF STATE,2/26/2025,147544
DEPARTMENT OF STATE,2/26/2025,147338
USAID,3/1/2025,146328
DEPARTMENT OF STATE,2/26/2025,146155
USAID,3/1/2025,143011
USAID,3/1/2025,140000
DEPARTMENT OF STATE,2/26/2025,139751
DEPARTMENT OF STATE,2/26/2025,136407
DEPARTMENT OF STATE,2/26/2025,132708
DEPARTMENT OF STATE,2/26/2025,129440
DEPARTMENT OF STATE,2/26/2025,128672
USAID,3/1/2025,128526
DEPARTMENT OF STATE,2/26/2025,128446
DEPARTMENT OF STATE,2/26/2025,128086
DEPARTMENT OF STATE,2/26/2025,127835
DEPARTMENT OF STATE,2/26/2025,125069
DEPARTMENT OF STATE,2/26/2025,125028
DEPARTMENT OF STATE,2/26/2025,125000
DEPARTMENT OF STATE,2/26/2025,125000
DEPARTMENT OF STATE,2/26/2025,125000
DEPARTMENT OF STATE,2/26/2025,124764
DEPARTMENT OF STATE,2/26/2025,124026
DEPARTMENT OF STATE,2/26/2025,123812
DEPARTMENT OF STATE,2/26/2025,121432
DEPARTMENT OF STATE,2/26/2025,116950
DEPARTMENT OF STATE,2/26/2025,115000
DEPARTMENT OF STATE,2/26/2025,113278
DEPARTMENT OF STATE,2/26/2025,105508
DEPARTMENT OF STATE,2/26/2025,104796
DEPARTMENT OF STATE,2/26/2025,104416
DEPARTMENT OF STATE,2/26/2025,100009
USAID,3/1/2025,100000
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/28/2025,99998
DEPARTMENT OF STATE,2/26/2025,99997
DEPARTMENT OF STATE,2/26/2025,99984
DEPARTMENT OF STATE,2/26/2025,99964
DEPARTMENT OF STATE,2/26/2025,99788
DEPARTMENT OF STATE,2/26/2025,99445
DEPARTMENT OF STATE,2/26/2025,99367
DEPARTMENT OF STATE,2/26/2025,99045
DEPARTMENT OF STATE,2/26/2025,99000
USAID,3/1/2025,98917
DEPARTMENT OF STATE,2/26/2025,98700
DEPARTMENT OF STATE,2/26/2025,96500
DEPARTMENT OF STATE,2/26/2025,96383
DEPARTMENT OF STATE,2/26/2025,96238
DEPARTMENT OF STATE,2/26/2025,96058
DEPARTMENT OF STATE,2/26/2025,95000
DEPARTMENT OF STATE,2/26/2025,95000
DEPARTMENT OF STATE,2/26/2025,94664
DEPARTMENT OF STATE,2/26/2025,94251
DEPARTMENT OF STATE,2/26/2025,90000
DEPARTMENT OF STATE,2/26/2025,90000
DEPARTMENT OF STATE,2/26/2025,90000
